acceptance_id,requirement_id,module,actor,input_preconditions,input_action,ui_result_visible,backend_result,business_rule,workflow_state_impact,audit_impact,evidence_impact,failure_recovery,proof_required,test_level,regression_guard
AC-0001,MVP1-M01-001,Visit Planning - Planning,"Planner, Inspector","User Authentication, Role & Permission Management",Select planning method.,User can access only the planning methods permitted by their role.,Load the selected planning workflow.,"Three planning methods are supported: Bulk, Single and Immediate.",STM-PLAN-001;STM-PLAN-002 | states: Initiated->Criteria Built->Targets Retrieved->Targets Selected->Configured->Assigned->Ready to Publish->Published,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-003,"ERR-PLN-001;ERR-PLN-002;ERR-ASG-001;ERR-PUB-001 | FAIL if requirement MVP1-M01-001 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M01-001 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0226,MVP1-M04-113,Physical Inspection Execution,"Inspector, Reviewer",Audit Service,None,Complete audit trail generated.,"Log Verified, Updated, Evidence Added, Comments Added and Before/After values.",Every verification action shall be auditable.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-113 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-113 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0227,MVP1-M04-114,Physical Inspection Execution,Inspector,Validation Engine,Retry.,Errors handled without data loss.,"Handle synchronization failures, invalid observations and evidence failures without losing entered data.",Verification failures shall never remove inspector observations.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-114 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-114 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0228,MVP1-M04-115,Physical Inspection Execution,Inspector,Dynamic Form Builder,Open Report Step.,Correct report loads successfully.,Retrieve the report definition selected during Visit Preparation from the Dynamic Form Builder and render the latest locked version included in the inspection package.,Report definition is locked when the inspection starts and cannot change during execution.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-115 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-115 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0229,MVP1-M04-116,Physical Inspection Execution,Inspector,Dynamic Form Builder,Review report details.,Metadata displayed correctly.,"Display Report Name, Version, Description, Inspection Type and Last Updated Date.",Report metadata is read-only.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-116 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-116 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0230,MVP1-M04-117,Physical Inspection Execution,Inspector,Dynamic Form Builder,Navigate between sections.,All configured sections displayed correctly.,Render report sections exactly as configured in the Form Builder.,Section order follows configuration.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-117 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-117 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0231,MVP1-M04-118,Physical Inspection Execution,Inspector,Dynamic Form Builder,Fill field values.,Dynamic fields render successfully.,"Render all configured field types including text, number, date, lookup, checkbox, radio button, attachment, image, signature and custom controls.",Field behavior is driven entirely by configuration.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-118 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-118 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0232,MVP1-M04-119,Physical Inspection Execution,Inspector,Rule Engine,Complete report.,Visibility rules applied correctly.,Evaluate conditional visibility rules configured in the Form Builder.,Hidden fields are excluded from validation.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-119 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-119 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0233,MVP1-M04-120,Physical Inspection Execution,Inspector,Validation Engine,Complete mandatory fields.,Missing mandatory fields block progression.,Validate mandatory fields according to Form Builder configuration.,Mandatory rules are configuration-driven.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-120 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-120 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0234,MVP1-M04-121,Physical Inspection Execution,Inspector,Rule Engine,Enter values.,Conditional validations execute successfully.,"Execute conditional validations, value ranges, dependencies and custom validation rules configured in the Form Builder.",Validation follows configured business rules only.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-121 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-121 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
AC-0235,MVP1-M04-122,Physical Inspection Execution,Inspector,Draft Service,Enter values.,Responses saved correctly.,Store responses continuously as part of the active inspection session.,Responses belong to the current inspection version only.,STM-INS-001 | states: Start Allowed->In Progress->Ready for Validation,"ENG-12 immutable event: actor, time, object, before/after state, version refs (MVP1-FND-003)",EV-006;EV-003,"ERR-PKG-001;ERR-GEO-001;ERR-GEO-002;ERR-OFF-001;ERR-OFF-002;ERR-EVD-001;ERR-EVD-002;ERR-SUB-001;ERR-SUB-002 | FAIL if requirement MVP1-M04-122 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot rep",Runtime screenshot showing the completed behavior; Requirement-linked test result; Audit or activity evidence where the action changes state or data; Device/offline evidence when applicable; GPS/geofence or sync evidence where applicable,UI + API + E2E; add offline/device/location tests where applicable,"FAIL if requirement MVP1-M04-122 is removed, weakened, hidden, replaced by mock behavior, implemented only visually without runtime behavior, loses validation/audit/permission semantics, or cannot reproduce the accepted evidence after a later change."
