requirement_id,source_id,source_sha256,source_sheet,source_coordinate,module,capability,purpose,user_flow,user_actions,system_actions,ai_actions,inputs,outputs,business_rules,personas,dependencies,source_acceptance_criteria,original_source_text,disposition,disposition_alias,target_module_id,implementation_package,target_routes,target_designs,acceptance_ids,decision_or_blocker_ids,shared_backend_dependencies,evidence_ids,status
CR-368,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!13,Inspection Review,Reviewer Read-Only Rule,Protect inspector-owned inspection data.,Reviewer Opens Inspection,Review only.,"Disable editing for report, checklist, evidence, factory observations, and action forms.",None,Submitted Inspection,Read-only Review View,Reviewer cannot modify inspection content. Correction must be done by Return.,Level 2 Reviewer,Permission Engine,Reviewer cannot edit submitted inspection fields.,"module=Inspection Review | capability=Reviewer Read-Only Rule | purpose=Protect inspector-owned inspection data. | user_flow=Reviewer Opens Inspection | user_actions=Review only. | system_actions=Disable editing for report, checklist, evidence, factory observations, and action forms. | ai_actions=None | inputs=Submitted Inspection | outputs=Read-only Review View | business_rules=Reviewer cannot modify inspection content. Correction must be done by Return. | personas=Level 2 Reviewer | dependencies=Permission Engine | source_acceptance_criteria=Reviewer cannot edit submitted inspection fields.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0368,,,WA-EV-0368,BASELINED_NOT_IMPLEMENTED
CR-369,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!14,Inspection Review,Display Pending Review Queue,Display all inspections awaiting review.,Reviewer Dashboard,Open Pending Review Queue,"Load inspections assigned to the reviewer. Display priority, SLA, risk, inspection type, execution mode and submission date.",Future recommendation ordering.,Reviewer ID,Pending Review Queue,Reviewer shall only view assigned inspections unless granted supervisor permissions.,Reviewer,Workflow Engine,Queue loads successfully.,"module=Inspection Review | capability=Display Pending Review Queue | purpose=Display all inspections awaiting review. | user_flow=Reviewer Dashboard | user_actions=Open Pending Review Queue | system_actions=Load inspections assigned to the reviewer. Display priority, SLA, risk, inspection type, execution mode and submission date. | ai_actions=Future recommendation ordering. | inputs=Reviewer ID | outputs=Pending Review Queue | business_rules=Reviewer shall only view assigned inspections unless granted supervisor permissions. | personas=Reviewer | dependencies=Workflow Engine | source_acceptance_criteria=Queue loads successfully.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0369,,,WA-EV-0369,BASELINED_NOT_IMPLEMENTED
CR-370,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!15,Inspection Review,Search & Filter Queue,Quickly locate inspections.,Pending Review Queue,Search and Filter,"Filter by Inspection Number, Factory, Region, Risk, Date, Inspector, Visit Type, Status and SLA.",Future smart search.,Search Criteria,Filtered Queue,Multiple filters may be combined.,Reviewer,Search Engine,Filters operate correctly.,"module=Inspection Review | capability=Search & Filter Queue | purpose=Quickly locate inspections. | user_flow=Pending Review Queue | user_actions=Search and Filter | system_actions=Filter by Inspection Number, Factory, Region, Risk, Date, Inspector, Visit Type, Status and SLA. | ai_actions=Future smart search. | inputs=Search Criteria | outputs=Filtered Queue | business_rules=Multiple filters may be combined. | personas=Reviewer | dependencies=Search Engine | source_acceptance_criteria=Filters operate correctly.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0370,,,WA-EV-0370,BASELINED_NOT_IMPLEMENTED
CR-371,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!16,Inspection Review,Open Submitted Inspection,Load complete inspection package.,Queue → Open Inspection,Open Inspection,"Load latest submitted inspection version including report, checklist, evidence, factory verification, action forms, timeline and audit history.",None,Inspection ID,Inspection Package,Latest submitted version shall always be opened.,Reviewer,Inspection Repository,Package loads successfully.,"module=Inspection Review | capability=Open Submitted Inspection | purpose=Load complete inspection package. | user_flow=Queue → Open Inspection | user_actions=Open Inspection | system_actions=Load latest submitted inspection version including report, checklist, evidence, factory verification, action forms, timeline and audit history. | ai_actions=None | inputs=Inspection ID | outputs=Inspection Package | business_rules=Latest submitted version shall always be opened. | personas=Reviewer | dependencies=Inspection Repository | source_acceptance_criteria=Package loads successfully.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0371,,,WA-EV-0371,BASELINED_NOT_IMPLEMENTED
CR-372,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!17,Inspection Review,Display Inspection Summary,Provide reviewer with an executive summary.,Inspection Opened,Review Summary,"Display inspection number, factory, inspector, execution mode, visit type, submission date, total violations, critical violations, evidence count and generated action forms.",Future risk summary.,Inspection Package,Inspection Summary,Summary is read-only.,Reviewer,Summary Engine,Summary displayed successfully.,"module=Inspection Review | capability=Display Inspection Summary | purpose=Provide reviewer with an executive summary. | user_flow=Inspection Opened | user_actions=Review Summary | system_actions=Display inspection number, factory, inspector, execution mode, visit type, submission date, total violations, critical violations, evidence count and generated action forms. | ai_actions=Future risk summary. | inputs=Inspection Package | outputs=Inspection Summary | business_rules=Summary is read-only. | personas=Reviewer | dependencies=Summary Engine | source_acceptance_criteria=Summary displayed successfully.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0372,,,WA-EV-0372,BASELINED_NOT_IMPLEMENTED
CR-373,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!18,Inspection Review,Review Factory Verification,Validate factory information updates.,Review,Review Changes,"Display Source Value, Observed Value, Before/After comparison and attached evidence.",Future highlight anomalies.,Factory Verification,Factory Review,Reviewer cannot edit factory information.,Reviewer,Observation Engine,Changes displayed correctly.,"module=Inspection Review | capability=Review Factory Verification | purpose=Validate factory information updates. | user_flow=Review | user_actions=Review Changes | system_actions=Display Source Value, Observed Value, Before/After comparison and attached evidence. | ai_actions=Future highlight anomalies. | inputs=Factory Verification | outputs=Factory Review | business_rules=Reviewer cannot edit factory information. | personas=Reviewer | dependencies=Observation Engine | source_acceptance_criteria=Changes displayed correctly.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0373,,,WA-EV-0373,BASELINED_NOT_IMPLEMENTED
CR-374,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!19,Inspection Review,Review Inspection Report,Validate completed inspection report.,Review,Open Report,"Display report responses, attachments and comments.",None,Report,Report Review,Report is read-only.,Reviewer,Dynamic Form Engine,Report displayed successfully.,"module=Inspection Review | capability=Review Inspection Report | purpose=Validate completed inspection report. | user_flow=Review | user_actions=Open Report | system_actions=Display report responses, attachments and comments. | ai_actions=None | inputs=Report | outputs=Report Review | business_rules=Report is read-only. | personas=Reviewer | dependencies=Dynamic Form Engine | source_acceptance_criteria=Report displayed successfully.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0374,,,WA-EV-0374,BASELINED_NOT_IMPLEMENTED
CR-375,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!20,Inspection Review,Review Inspection Checklist,Validate checklist execution.,Review,Open Checklist,"Display inspection items, responses, violations and evidence.",Future highlight inconsistent responses.,Checklist,Checklist Review,Reviewer cannot modify responses.,Reviewer,Checklist Engine,Checklist displayed successfully.,"module=Inspection Review | capability=Review Inspection Checklist | purpose=Validate checklist execution. | user_flow=Review | user_actions=Open Checklist | system_actions=Display inspection items, responses, violations and evidence. | ai_actions=Future highlight inconsistent responses. | inputs=Checklist | outputs=Checklist Review | business_rules=Reviewer cannot modify responses. | personas=Reviewer | dependencies=Checklist Engine | source_acceptance_criteria=Checklist displayed successfully.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0375,,,WA-EV-0375,BASELINED_NOT_IMPLEMENTED
CR-376,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!21,Inspection Review,Review Evidence,Validate inspection evidence.,Review,Preview Evidence,"Display photos, videos, documents and annotations linked to each inspection item.",Future image analysis.,Evidence,Evidence Review,Evidence is read-only.,Reviewer,Evidence Engine,Evidence displayed successfully.,"module=Inspection Review | capability=Review Evidence | purpose=Validate inspection evidence. | user_flow=Review | user_actions=Preview Evidence | system_actions=Display photos, videos, documents and annotations linked to each inspection item. | ai_actions=Future image analysis. | inputs=Evidence | outputs=Evidence Review | business_rules=Evidence is read-only. | personas=Reviewer | dependencies=Evidence Engine | source_acceptance_criteria=Evidence displayed successfully.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0376,,,WA-EV-0376,BASELINED_NOT_IMPLEMENTED
CR-377,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!22,Inspection Review,Review Action Forms,Validate generated action forms.,Review,Open Action Forms,"Display completed action forms, signatures and attachments.",None,Action Forms,Action Form Review,Reviewer cannot modify forms.,Reviewer,Dynamic Form Engine,Action Forms displayed successfully.,"module=Inspection Review | capability=Review Action Forms | purpose=Validate generated action forms. | user_flow=Review | user_actions=Open Action Forms | system_actions=Display completed action forms, signatures and attachments. | ai_actions=None | inputs=Action Forms | outputs=Action Form Review | business_rules=Reviewer cannot modify forms. | personas=Reviewer | dependencies=Dynamic Form Engine | source_acceptance_criteria=Action Forms displayed successfully.",PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0377,,,WA-EV-0377,BASELINED_NOT_IMPLEMENTED
CR-378,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!23,Inspection Review,Review Timeline,Display complete inspection lifecycle.,Review,View Timeline,Display chronological events from planning until submission.,None,Timeline,Inspection Timeline,Timeline is immutable.,Reviewer,Timeline Service,Timeline displayed successfully.,module=Inspection Review | capability=Review Timeline | purpose=Display complete inspection lifecycle. | user_flow=Review | user_actions=View Timeline | system_actions=Display chronological events from planning until submission. | ai_actions=None | inputs=Timeline | outputs=Inspection Timeline | business_rules=Timeline is immutable. | personas=Reviewer | dependencies=Timeline Service | source_acceptance_criteria=Timeline displayed successfully.,PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0378,,,WA-EV-0378,BASELINED_NOT_IMPLEMENTED
CR-379,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Excution-Level2Flow,Inspection Excution-Level2Flow!24,Inspection Review,Review Version History,Compare inspection versions.,Review,Compare Versions,Display previous submissions and highlight differences between versions.,Future summarize changes.,Version History,Version Comparison,All submitted versions remain available.,Reviewer,Version Engine,Version comparison works correctly.,module=Inspection Review | capability=Review Version History | purpose=Compare inspection versions. | user_flow=Review | user_actions=Compare Versions | system_actions=Display previous submissions and highlight differences between versions. | ai_actions=Future summarize changes. | inputs=Version History | outputs=Version Comparison | business_rules=All submitted versions remain available. | personas=Reviewer | dependencies=Version Engine | source_acceptance_criteria=Version comparison works correctly.,PHASE1_WEB,,MOD-14,M5,/reviews/**,SAQEEL Review & Approval,WA-AC-0379,,,WA-EV-0379,BASELINED_NOT_IMPLEMENTED
