requirement_id,parent_capability_id,source_id,source_coordinate,classification,normalized_requirement,acceptance_criteria
REQ-R0C-01291,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,SYSTEM_BEHAVIOR,Retrieve active visit details.,Pass when the system behavior occurs under the cited trigger and context: Retrieve active visit details.
REQ-R0C-01292,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,SYSTEM_BEHAVIOR,Navigate to Visit Details or Factory 360.,Pass when the system behavior occurs under the cited trigger and context: Navigate to Visit Details or Factory 360.
REQ-R0C-01293,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,BUSINESS_RULE,Only inspectors who have started their journey shall appear on the map.,Pass when this rule is enforced and a violating path is prevented or handled: Only inspectors who have started their journey shall appear on the map.
REQ-R0C-01294,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,BUSINESS_RULE,Only the inspector's active visit shall be displayed.,Pass when this rule is enforced and a violating path is prevented or handled: Only the inspector's active visit shall be displayed.
REQ-R0C-01295,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,BUSINESS_RULE,Factory marker shall represent the assigned factory.,Pass when this rule is enforced and a violating path is prevented or handled: Factory marker shall represent the assigned factory.
REQ-R0C-01296,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,BUSINESS_RULE,No route calculation or navigation shall be displayed in Phase 1.,Pass when this rule is enforced and a violating path is prevented or handled: No route calculation or navigation shall be displayed in Phase 1.
REQ-R0C-01297,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,BUSINESS_RULE,Elapsed Time shall be calculated as Current Time − Current Operational State Start Time.,Pass when this rule is enforced and a violating path is prevented or handled: Elapsed Time shall be calculated as Current Time − Current Operational State Start Time.
REQ-R0C-01298,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,BUSINESS_RULE,Last Location Update shall always be displayed.,Pass when this rule is enforced and a violating path is prevented or handled: Last Location Update shall always be displayed.
REQ-R0C-01299,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,BUSINESS_RULE,"""Arrived At"" shall only appear after arrival confirmation.","Pass when this rule is enforced and a violating path is prevented or handled: ""Arrived At"" shall only appear after arrival confirmation."
REQ-R0C-01300,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,BUSINESS_RULE,"""Inspection Started At"" shall only appear after inspection begins.","Pass when this rule is enforced and a violating path is prevented or handled: ""Inspection Started At"" shall only appear after inspection begins."
REQ-R0C-01301,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,BUSINESS_RULE,Industrial License Number shall only be displayed when available.,Pass when this rule is enforced and a violating path is prevented or handled: Industrial License Number shall only be displayed when available.
REQ-R0C-01302,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,BUSINESS_RULE,Factory Risk Level shall only be be displayed when available from the Risk Engine.,Pass when this rule is enforced and a violating path is prevented or handled: Factory Risk Level shall only be be displayed when available from the Risk Engine.
REQ-R0C-01303,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,BUSINESS_RULE,Selecting Open Visit Details shall navigate to the Inspection module.,Pass when this rule is enforced and a violating path is prevented or handled: Selecting Open Visit Details shall navigate to the Inspection module.
REQ-R0C-01304,CAP-R0C-0562,SRC-04,Sheet1!A2:M2,BUSINESS_RULE,Selecting Open Factory 360 shall navigate to Factory 360.,Pass when this rule is enforced and a violating path is prevented or handled: Selecting Open Factory 360 shall navigate to Factory 360.
REQ-R0C-01305,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,USER_ACTION,Switch to Regional Performance view,Pass when the actor can complete this action and the resulting state is visible: Switch to Regional Performance view
REQ-R0C-01306,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,USER_ACTION,Select business metric,Pass when the actor can complete this action and the resulting state is visible: Select business metric
REQ-R0C-01307,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,USER_ACTION,Click Factory Marker,Pass when the actor can complete this action and the resulting state is visible: Click Factory Marker
REQ-R0C-01308,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,USER_ACTION,Open Factory 360,Pass when the actor can complete this action and the resulting state is visible: Open Factory 360
REQ-R0C-01309,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,SYSTEM_BEHAVIOR,Load Saudi Arabia administrative boundaries.,Pass when the system behavior occurs under the cited trigger and context: Load Saudi Arabia administrative boundaries.
REQ-R0C-01310,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,SYSTEM_BEHAVIOR,Calculate the selected metric for each region.,Pass when the system behavior occurs under the cited trigger and context: Calculate the selected metric for each region.
REQ-R0C-01311,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,SYSTEM_BEHAVIOR,Display regional performance values.,Pass when the system behavior occurs under the cited trigger and context: Display regional performance values.
REQ-R0C-01312,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,SYSTEM_BEHAVIOR,Color each region based on performance classification.,Pass when the system behavior occurs under the cited trigger and context: Color each region based on performance classification.
REQ-R0C-01313,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,SYSTEM_BEHAVIOR,Zoom into the selected region.,Pass when the system behavior occurs under the cited trigger and context: Zoom into the selected region.
REQ-R0C-01314,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,SYSTEM_BEHAVIOR,Display factory markers with calculated performance.,Pass when the system behavior occurs under the cited trigger and context: Display factory markers with calculated performance.
REQ-R0C-01315,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,SYSTEM_BEHAVIOR,Open Factory Quick Card.,Pass when the system behavior occurs under the cited trigger and context: Open Factory Quick Card.
REQ-R0C-01316,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,SYSTEM_BEHAVIOR,Navigate to Factory 360.,Pass when the system behavior occurs under the cited trigger and context: Navigate to Factory 360.
REQ-R0C-01317,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,BUSINESS_RULE,The map shall always open at the Saudi Arabia level.,Pass when this rule is enforced and a violating path is prevented or handled: The map shall always open at the Saudi Arabia level.
REQ-R0C-01318,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,BUSINESS_RULE,Users shall select a business metric before the map is rendered.,Pass when this rule is enforced and a violating path is prevented or handled: Users shall select a business metric before the map is rendered.
REQ-R0C-01319,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,BUSINESS_RULE,Each region shall display its calculated value for the selected metric.,Pass when this rule is enforced and a violating path is prevented or handled: Each region shall display its calculated value for the selected metric.
REQ-R0C-01320,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,BUSINESS_RULE,Regional colors shall be automatically assigned based on configurable performance thresholds.,Pass when this rule is enforced and a violating path is prevented or handled: Regional colors shall be automatically assigned based on configurable performance thresholds.
REQ-R0C-01321,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,BUSINESS_RULE,Selecting a region shall zoom into the region and display all mapped factories.,Pass when this rule is enforced and a violating path is prevented or handled: Selecting a region shall zoom into the region and display all mapped factories.
REQ-R0C-01322,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,BUSINESS_RULE,Selecting a factory shall open the Factory Quick Card.,Pass when this rule is enforced and a violating path is prevented or handled: Selecting a factory shall open the Factory Quick Card.
REQ-R0C-01323,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,BUSINESS_RULE,Selecting Open Factory 360 shall navigate to the selected Factory 360 profile.,Pass when this rule is enforced and a violating path is prevented or handled: Selecting Open Factory 360 shall navigate to the selected Factory 360 profile.
REQ-R0C-01324,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,BUSINESS_RULE,"The same business metric shall be used consistently at the national, regional and factory levels.","Pass when this rule is enforced and a violating path is prevented or handled: The same business metric shall be used consistently at the national, regional and factory levels."
REQ-R0C-01325,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,BUSINESS_RULE,Regional Compliance Rate shall be calculated as:(Total Passed Inspection Items within the selected region ÷ Total Answered Inspection Items within the selected region) × 100.,Pass when this rule is enforced and a violating path is prevented or handled: Regional Compliance Rate shall be calculated as:(Total Passed Inspection Items within the selected region ÷ Total Answered Inspection Items within the selected region) × 100.
REQ-R0C-01326,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,BUSINESS_RULE,Factory markers shall display the selected metric value together with the corresponding performance classification.,Pass when this rule is enforced and a violating path is prevented or handled: Factory markers shall display the selected metric value together with the corresponding performance classification.
REQ-R0C-01327,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,ACCEPTANCE_CRITERION,Users can compare regional performance across Saudi Arabia using the selected metric.,Pass when the source-stated acceptance condition is demonstrated: Users can compare regional performance across Saudi Arabia using the selected metric.
REQ-R0C-01328,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,ACCEPTANCE_CRITERION,Factory markers display the correct metric values.,Pass when the source-stated acceptance condition is demonstrated: Factory markers display the correct metric values.
REQ-R0C-01329,CAP-R0C-0563,SRC-04,Sheet1!A3:M3,DATA_REQUIREMENT,Saudi Arabia Performance Map,Pass when the cited data field or contract element is present and valid: Saudi Arabia Performance Map
REQ-R0C-01330,CAP-R0C-0564,SRC-04,Sheet1!A4:M4,USER_ACTION,View operational highlights,Pass when the actor can complete this action and the resulting state is visible: View operational highlights
REQ-R0C-01331,CAP-R0C-0564,SRC-04,Sheet1!A4:M4,USER_ACTION,Select a highlight,Pass when the actor can complete this action and the resulting state is visible: Select a highlight
REQ-R0C-01332,CAP-R0C-0564,SRC-04,Sheet1!A4:M4,USER_ACTION,Open related record,Pass when the actor can complete this action and the resulting state is visible: Open related record
REQ-R0C-01333,CAP-R0C-0564,SRC-04,Sheet1!A4:M4,SYSTEM_BEHAVIOR,Continuously evaluate predefined operational conditions.,Pass when the system behavior occurs under the cited trigger and context: Continuously evaluate predefined operational conditions.
REQ-R0C-01334,CAP-R0C-0564,SRC-04,Sheet1!A4:M4,SYSTEM_BEHAVIOR,Generate natural-language operational summaries.,Pass when the system behavior occurs under the cited trigger and context: Generate natural-language operational summaries.
REQ-R0C-01335,CAP-R0C-0564,SRC-04,Sheet1!A4:M4,SYSTEM_BEHAVIOR,Sort highlights by priority.,Pass when the system behavior occurs under the cited trigger and context: Sort highlights by priority.
REQ-R0C-01336,CAP-R0C-0564,SRC-04,Sheet1!A4:M4,SYSTEM_BEHAVIOR,Navigate to the related module when a highlight is selected.,Pass when the system behavior occurs under the cited trigger and context: Navigate to the related module when a highlight is selected.
REQ-R0C-01337,CAP-R0C-0564,SRC-04,Sheet1!A4:M4,BUSINESS_RULE,Highlights shall only be generated from predefined business rules and available operational data.,Pass when this rule is enforced and a violating path is prevented or handled: Highlights shall only be generated from predefined business rules and available operational data.
REQ-R0C-01338,CAP-R0C-0564,SRC-04,Sheet1!A4:M4,BUSINESS_RULE,The component shall not recommend operational decisions or automatically execute actions.,Pass when this rule is enforced and a violating path is prevented or handled: The component shall not recommend operational decisions or automatically execute actions.
REQ-R0C-01339,CAP-R0C-0564,SRC-04,Sheet1!A4:M4,BUSINESS_RULE,"Every highlight shall include a title, summary, priority, timestamp, and deep link to the related module.","Pass when this rule is enforced and a violating path is prevented or handled: Every highlight shall include a title, summary, priority, timestamp, and deep link to the related module."
REQ-R0C-01340,CAP-R0C-0564,SRC-04,Sheet1!A4:M4,BUSINESS_RULE,Similar events shall be grouped into a single highlight whenever applicable.,Pass when this rule is enforced and a violating path is prevented or handled: Similar events shall be grouped into a single highlight whenever applicable.
REQ-R0C-01341,CAP-R0C-0564,SRC-04,Sheet1!A4:M4,BUSINESS_RULE,Highlights shall be ordered by priority (Critical High Medium Information).,Pass when this rule is enforced and a violating path is prevented or handled: Highlights shall be ordered by priority (Critical High Medium Information).
REQ-R0C-01342,CAP-R0C-0564,SRC-04,Sheet1!A4:M4,BUSINESS_RULE,"Selecting a highlight shall navigate the user to the corresponding screen (Inspection, Planning, Factory 360, etc.).","Pass when this rule is enforced and a violating path is prevented or handled: Selecting a highlight shall navigate the user to the corresponding screen (Inspection, Planning, Factory 360, etc.)."
REQ-R0C-01343,CAP-R0C-0564,SRC-04,Sheet1!A4:M4,BUSINESS_RULE,The panel shall refresh automatically based on the configured refresh interval.,Pass when this rule is enforced and a violating path is prevented or handled: The panel shall refresh automatically based on the configured refresh interval.
